model_a,model_b,winner,category
claude-3-7-sonnet-20250219-thinking-32k,qwen3-30b-a3b,model_b,other
claude-sonnet-4-20250514,gemini-2.0-flash-001,model_a,other
claude-opus-4-20250514,claude-sonnet-4-20250514-thinking-32k,model_a,other
qwq-32b,qwen3-235b-a22b-no-thinking,model_a,other
o3-2025-04-16,claude-opus-4-20250514,model_a,coding
chatgpt-4o-latest-20250326,o3-2025-04-16,model_b,coding
gemini-2.5-flash-preview-04-17,qwen3-235b-a22b,model_b,coding
gemini-2.0-flash-001,grok-3-mini-high,model_a,other
gemma-3-27b-it,qwen3-235b-a22b,model_a,other
amazon.nova-pro-v1:0,gemini-2.5-pro,model_a,coding
gemini-2.5-flash,claude-sonnet-4-20250514,model_b,other
gemini-2.5-flash-preview-04-17,amazon.nova-pro-v1:0,model_b,other
deepseek-r1-0528,gemini-2.5-flash-preview-04-17,model_a,other
gemini-2.0-flash-001,o3-2025-04-16,model_b,other
amazon.nova-pro-v1:0,claude-3-7-sonnet-20250219,model_b,other
qwen-max-2025-01-25,o3-mini,model_b,other
qwen3-30b-a3b,gemini-2.5-flash,model_a,other
command-a-03-2025,mistral-medium-2505,model_a,other
o3-2025-04-16,claude-3-7-sonnet-20250219,model_a,other
qwen3-30b-a3b,qwen-max-2025-01-25,model_a,other
deepseek-r1-0528,mistral-medium-2505,model_a,other
llama-3.3-70b-instruct,gemini-2.5-pro,model_b,coding
claude-3-5-sonnet-20241022,gemini-2.0-flash-001,model_b,other
gemini-2.5-flash-lite-preview-06-17-thinking,amazon-nova-experimental-chat-05-14,model_a,other
gemini-2.5-pro,qwen-max-2025-01-25,model_b,coding
claude-3-5-sonnet-20241022,claude-3-7-sonnet-20250219,model_b,other
grok-3-preview-02-24,claude-sonnet-4-20250514-thinking-32k,model_a,other
gemma-3-27b-it,llama-4-maverick-17b-128e-instruct,model_a,other
gemini-2.5-flash,gemma-3-27b-it,model_a,other
minimax-m1,gemini-2.5-pro-preview-05-06,model_b,coding
gemini-2.5-pro,claude-opus-4-20250514-thinking-16k,model_a,other
mistral-medium-2505,gemini-2.5-flash-preview-04-17,model_b,other
llama-4-scout-17b-16e-instruct,gemma-3n-e4b-it,model_b,other
grok-3-preview-02-24,o3-2025-04-16,model_a,other
llama-4-maverick-03-26-experimental,command-a-03-2025,model_a,other
llama-3.3-70b-instruct,gpt-4.1-mini-2025-04-14,model_b,other
o3-2025-04-16,qwen3-235b-a22b,model_a,coding
claude-opus-4-20250514,claude-3-7-sonnet-20250219,model_a,other
o3-2025-04-16,minimax-m1,model_b,other
claude-3-7-sonnet-20250219,qwen3-235b-a22b,model_a,other
claude-3-7-sonnet-20250219-thinking-32k,claude-3-7-sonnet-20250219,model_a,coding
mistral-medium-2505,deepseek-r1-0528,model_a,other
llama-4-maverick-03-26-experimental,chatgpt-4o-latest-20250326,model_a,other
gemini-2.0-flash-001,claude-opus-4-20250514,model_b,other
magistral-medium-2506,command-a-03-2025,model_b,coding
grok-3-preview-02-24,o4-mini-2025-04-16,model_b,coding
llama-4-maverick-17b-128e-instruct,gemini-2.5-pro,model_b,other
gemini-2.5-flash-lite-preview-06-17-thinking,deepseek-v3-0324,model_b,other
minimax-m1,llama-4-maverick-03-26-experimental,model_a,coding
gpt-4.1-mini-2025-04-14,deepseek-v3-0324,model_b,other
gemini-2.5-pro,grok-3-preview-02-24,model_b,other
qwen3-235b-a22b,claude-opus-4-20250514,model_b,coding
gemma-3-27b-it,deepseek-v3-0324,model_b,other
llama-4-scout-17b-16e-instruct,deepseek-v3-0324,model_b,other
claude-opus-4-20250514-thinking-16k,gemma-3-27b-it,model_b,other
gemini-2.0-flash-001,gemini-2.5-pro-preview-03-25,model_b,other
amazon.nova-pro-v1:0,mistral-small-2506,model_b,other
claude-3-7-sonnet-20250219-thinking-32k,qwen3-235b-a22b,model_a,coding
amazon-nova-experimental-chat-05-14,gemini-2.5-flash,model_b,other
grok-3-preview-02-24,gemini-2.0-flash-001,model_b,other
qwen-max-2025-01-25,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
qwen-max-2025-01-25,qwen3-235b-a22b-no-thinking,model_b,other
llama-4-scout-17b-16e-instruct,magistral-medium-2506,model_b,coding
qwen3-235b-a22b,claude-3-7-sonnet-20250219-thinking-32k,model_b,coding
chatgpt-4o-latest-20250326,gemini-2.5-flash-preview-04-17,model_a,coding
qwen-max-2025-01-25,gemini-2.0-flash-001,model_b,coding
o4-mini-2025-04-16,qwen3-30b-a3b,model_a,other
claude-3-5-haiku-20241022,llama-4-maverick-03-26-experimental,model_b,other
amazon-nova-experimental-chat-05-14,minimax-m1,model_b,coding
claude-sonnet-4-20250514-thinking-32k,claude-3-7-sonnet-20250219,model_a,other
llama-3.3-70b-instruct,gemini-2.5-flash-lite-preview-06-17-thinking,model_b,other
qwen3-235b-a22b-no-thinking,gpt-4.1-mini-2025-04-14,model_a,coding
gemini-2.5-pro-preview-05-06,gemini-2.5-pro,model_a,coding
deepseek-v3-0324,gemma-3n-e4b-it,model_b,other
claude-sonnet-4-20250514,gpt-4.1-mini-2025-04-14,model_a,coding
claude-sonnet-4-20250514,claude-3-7-sonnet-20250219,model_b,other
o4-mini-2025-04-16,claude-opus-4-20250514-thinking-16k,model_a,other
o4-mini-2025-04-16,gpt-4.1-mini-2025-04-14,model_b,coding
chatgpt-4o-latest-20250326,claude-sonnet-4-20250514-thinking-32k,model_a,other
kimi-k2-0711-preview,llama-4-maverick-17b-128e-instruct,model_b,other
grok-3-preview-02-24,claude-3-7-sonnet-20250219,model_b,other
mistral-small-3.1-24b-instruct-2503,command-a-03-2025,model_a,other
o3-2025-04-16,qwen3-235b-a22b,model_a,other
gemini-2.5-pro,amazon-nova-experimental-chat-05-14,model_a,other
o4-mini-2025-04-16,qwen3-235b-a22b,model_a,coding
gemini-2.5-flash,claude-opus-4-20250514-thinking-16k,model_a,coding
gemini-2.5-flash-preview-04-17,o3-2025-04-16,model_b,other
command-a-03-2025,grok-3-preview-02-24,model_a,other
claude-3-5-sonnet-20241022,claude-sonnet-4-20250514,model_b,other
claude-opus-4-20250514,grok-3-mini-high,model_b,other
mistral-medium-2505,amazon.nova-pro-v1:0,model_a,coding
llama-3.3-70b-instruct,o3-mini,model_b,coding
gpt-4.1-2025-04-14,qwen3-235b-a22b-instruct-2507,model_a,coding
o3-2025-04-16,llama-4-scout-17b-16e-instruct,model_a,coding
qwen3-30b-a3b,qwen3-235b-a22b,model_b,other
deepseek-r1-0528,gemini-2.5-flash-preview-04-17,model_a,other
qwen3-235b-a22b-no-thinking,gemini-2.0-flash-001,model_a,other
claude-sonnet-4-20250514-thinking-32k,qwen-max-2025-01-25,model_b,coding
gemini-2.5-flash,chatgpt-4o-latest-20250326,model_b,other
claude-opus-4-20250514,qwen3-235b-a22b,model_b,other
llama-3.3-70b-instruct,gpt-4.1-2025-04-14,model_a,other
o3-2025-04-16,llama-4-maverick-03-26-experimental,model_b,coding
mistral-medium-2505,gemini-2.5-pro-preview-05-06,model_b,other
claude-opus-4-20250514,claude-3-5-haiku-20241022,model_a,other
grok-3-mini-beta,claude-3-5-haiku-20241022,model_b,other
chatgpt-4o-latest-20250326,amazon.nova-pro-v1:0,model_a,other
claude-3-7-sonnet-20250219,gemini-2.5-flash-lite-preview-06-17-thinking,model_a,other
llama-4-maverick-17b-128e-instruct,chatgpt-4o-latest-20250326,model_b,other
o3-mini,kimi-k2-0711-preview,model_a,coding
llama-4-maverick-17b-128e-instruct,gemini-2.5-pro-preview-03-25,model_b,other
gemini-2.5-pro-preview-05-06,qwen3-30b-a3b,model_a,coding
grok-3-preview-02-24,deepseek-v3-0324,model_a,other
mistral-small-2506,magistral-medium-2506,model_a,other
o4-mini-2025-04-16,amazon.nova-pro-v1:0,model_a,other
qwq-32b,claude-opus-4-20250514,model_b,coding
deepseek-r1-0528,gemini-2.5-flash,model_a,other
claude-3-5-sonnet-20241022,gpt-4.1-mini-2025-04-14,model_a,other
claude-3-7-sonnet-20250219,gemini-2.5-pro,model_b,other
llama-4-maverick-17b-128e-instruct,qwen3-30b-a3b,model_a,other
command-a-03-2025,deepseek-r1-0528,model_a,other
mistral-medium-2505,claude-3-7-sonnet-20250219,model_a,other
claude-sonnet-4-20250514,gpt-4.1-mini-2025-04-14,model_a,coding
deepseek-r1-0528,claude-3-7-sonnet-20250219-thinking-32k,model_b,other
magistral-medium-2506,qwen3-235b-a22b,model_a,other
claude-3-5-haiku-20241022,amazon.nova-pro-v1:0,model_a,other
grok-3-mini-beta,gemma-3-27b-it,model_b,other
o4-mini-2025-04-16,llama-4-maverick-03-26-experimental,model_b,other
claude-opus-4-20250514,llama-3.3-70b-instruct,model_a,other
qwen3-235b-a22b-no-thinking,claude-3-7-sonnet-20250219-thinking-32k,model_b,coding
gpt-4.1-2025-04-14,qwen3-235b-a22b,model_b,coding
magistral-medium-2506,grok-3-mini-beta,model_b,other
kimi-k2-0711-preview,claude-opus-4-20250514,model_b,other
claude-opus-4-20250514,llama-3.3-70b-instruct,model_a,other
qwen3-235b-a22b-no-thinking,gemma-3-27b-it,model_a,coding
claude-sonnet-4-20250514-thinking-32k,deepseek-r1-0528,model_b,coding
claude-3-7-sonnet-20250219,grok-3-mini-beta,model_a,coding
claude-opus-4-20250514,llama-4-maverick-03-26-experimental,model_a,other
claude-sonnet-4-20250514,claude-3-5-haiku-20241022,model_b,other
o3-2025-04-16,claude-3-5-haiku-20241022,model_a,other
claude-3-5-sonnet-20241022,llama-4-maverick-17b-128e-instruct,model_a,other
claude-opus-4-20250514,claude-opus-4-20250514-thinking-16k,model_a,other
claude-opus-4-20250514-thinking-16k,mistral-medium-2505,model_a,other
deepseek-r1-0528,gpt-4.1-2025-04-14,model_b,coding
command-a-03-2025,claude-sonnet-4-20250514,model_a,coding
minimax-m1,gemini-2.5-flash-lite-preview-06-17-thinking,model_a,other
minimax-m1,gemma-3-27b-it,model_a,other
qwen3-235b-a22b-no-thinking,gemini-2.5-flash,model_a,other
llama-4-maverick-17b-128e-instruct,qwq-32b,model_b,coding
gemini-2.5-pro,gpt-4.1-2025-04-14,model_a,other
claude-3-5-sonnet-20241022,o4-mini-2025-04-16,model_b,other
o3-2025-04-16,gemma-3-27b-it,model_a,other
claude-3-7-sonnet-20250219,o3-mini,model_a,other
llama-3.3-70b-instruct,llama-4-maverick-17b-128e-instruct,model_a,other
deepseek-r1-0528,claude-opus-4-20250514,model_b,coding
o3-2025-04-16,claude-opus-4-20250514-thinking-16k,model_a,coding
deepseek-r1-0528,claude-sonnet-4-20250514-thinking-32k,model_a,other
llama-3.3-70b-instruct,mistral-medium-2505,model_a,coding
gemini-2.5-flash-preview-04-17,llama-3.3-70b-instruct,model_a,other
gemma-3-27b-it,claude-3-7-sonnet-20250219,model_a,other
qwen3-30b-a3b,llama-3.3-70b-instruct,model_b,other
o4-mini-2025-04-16,deepseek-r1-0528,model_b,other
chatgpt-4o-latest-20250326,command-a-03-2025,model_a,coding
gpt-4.1-2025-04-14,claude-3-5-sonnet-20241022,model_a,other
claude-opus-4-20250514-thinking-16k,gpt-4.1-2025-04-14,model_a,other
command-a-03-2025,amazon.nova-pro-v1:0,model_a,coding
mistral-small-2506,claude-3-5-haiku-20241022,model_a,other
chatgpt-4o-latest-20250326,magistral-medium-2506,model_a,other
grok-3-preview-02-24,gemma-3-27b-it,model_a,other
hunyuan-turbos-20250416,claude-sonnet-4-20250514-thinking-32k,model_b,other
gemini-2.5-flash,claude-3-5-haiku-20241022,model_b,other
qwen-max-2025-01-25,chatgpt-4o-latest-20250326,model_b,other
gpt-4.1-mini-2025-04-14,qwen3-30b-a3b,model_a,other
claude-3-7-sonnet-20250219,amazon.nova-pro-v1:0,model_a,other
gemma-3-27b-it,qwen3-235b-a22b-no-thinking,model_a,coding
chatgpt-4o-latest-20250326,mistral-medium-2505,model_b,coding
o4-mini-2025-04-16,claude-opus-4-20250514-thinking-16k,model_a,other
grok-3-mini-beta,o4-mini-2025-04-16,model_b,other
gemini-2.5-flash,amazon-nova-experimental-chat-05-14,model_b,other
llama-4-maverick-03-26-experimental,o3-mini,model_b,other
qwen3-235b-a22b-no-thinking,amazon.nova-pro-v1:0,model_a,other
gpt-4.1-mini-2025-04-14,gemma-3-27b-it,model_a,other
mistral-medium-2505,minimax-m1,model_a,other
gemini-2.0-flash-001,gemma-3-27b-it,model_b,other
gemini-2.5-flash-lite-preview-06-17-thinking,gemini-2.5-flash-preview-04-17,model_a,other
claude-3-7-sonnet-20250219-thinking-32k,gpt-4.1-mini-2025-04-14,model_b,other
gemini-2.5-pro,gemma-3-27b-it,model_a,other
gemini-2.5-flash-lite-preview-06-17-thinking,grok-3-mini-beta,model_a,coding
grok-3-preview-02-24,deepseek-r1-0528,model_b,other
gemini-2.0-flash-001,o3-2025-04-16,model_a,other
claude-opus-4-20250514,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
qwen-max-2025-01-25,mistral-small-2506,model_a,coding
grok-3-mini-beta,o3-2025-04-16,model_a,coding
command-a-03-2025,gemini-2.5-pro,model_b,other
claude-opus-4-20250514,amazon.nova-pro-v1:0,model_b,coding
claude-3-7-sonnet-20250219,qwen3-235b-a22b-no-thinking,model_b,other
grok-3-mini-high,claude-3-7-sonnet-20250219,model_b,other
deepseek-v3-0324,gemini-2.5-pro,model_b,other
o3-mini,claude-3-7-sonnet-20250219-thinking-32k,model_b,coding
o3-2025-04-16,claude-3-7-sonnet-20250219,model_a,other
claude-sonnet-4-20250514-thinking-32k,claude-3-5-sonnet-20241022,model_a,other
grok-3-preview-02-24,claude-opus-4-20250514-thinking-16k,model_b,other
claude-opus-4-20250514,claude-opus-4-20250514-thinking-16k,model_a,coding
gemini-2.5-pro,gpt-4.1-mini-2025-04-14,model_a,coding
o3-mini,deepseek-r1-0528,model_b,coding
o3-mini,mistral-medium-2505,model_a,coding
chatgpt-4o-latest-20250326,gemini-2.5-flash-preview-04-17,model_a,other
claude-sonnet-4-20250514-thinking-32k,grok-3-preview-02-24,model_a,coding
minimax-m1,claude-sonnet-4-20250514-thinking-32k,model_b,coding
gemini-2.5-flash,amazon.nova-pro-v1:0,model_b,other
gemini-2.5-flash,llama-4-scout-17b-16e-instruct,model_a,other
qwen3-235b-a22b-no-thinking,chatgpt-4o-latest-20250326,model_a,other
gemini-2.5-flash,deepseek-v3-0324,model_a,coding
amazon-nova-experimental-chat-05-14,qwen3-235b-a22b,model_b,other
o4-mini-2025-04-16,claude-3-5-haiku-20241022,model_a,coding
gemini-2.5-flash,o3-mini,model_a,other
gemini-2.5-pro-preview-05-06,deepseek-r1-0528,model_b,other
gemini-2.5-flash,claude-3-7-sonnet-20250219-thinking-32k,model_a,other
amazon-nova-experimental-chat-05-14,mistral-medium-2505,model_a,coding
hunyuan-turbos-20250416,deepseek-r1-0528,model_a,coding
claude-3-5-haiku-20241022,command-a-03-2025,model_b,other
grok-3-mini-beta,gpt-4.1-mini-2025-04-14,model_b,coding
grok-3-mini-beta,gemini-2.5-pro,model_a,other
gemini-2.5-pro-preview-05-06,grok-3-preview-02-24,model_a,coding
gemini-2.5-pro-preview-05-06,gemini-2.5-flash,model_b,other
claude-3-7-sonnet-20250219-thinking-32k,claude-sonnet-4-20250514,model_a,other
claude-opus-4-20250514,claude-3-5-haiku-20241022,model_a,coding
claude-opus-4-20250514-thinking-16k,o4-mini-2025-04-16,model_b,other
gemini-2.5-flash-lite-preview-06-17-thinking,gemini-2.5-flash,model_b,other
gemini-2.5-pro-preview-05-06,claude-3-7-sonnet-20250219,model_a,other
claude-3-7-sonnet-20250219,gemini-2.0-flash-001,model_b,other
claude-3-7-sonnet-20250219,mistral-medium-2505,model_b,other
qwen3-235b-a22b,mistral-medium-2505,model_b,other
gemma-3-27b-it,claude-3-5-sonnet-20241022,model_b,coding
chatgpt-4o-latest-20250326,claude-3-5-sonnet-20241022,model_a,coding
o3-2025-04-16,claude-sonnet-4-20250514,model_a,coding
gemini-2.5-flash,claude-3-5-sonnet-20241022,model_a,other
gemini-2.5-flash,magistral-medium-2506,model_a,other
qwen3-235b-a22b-no-thinking,claude-3-7-sonnet-20250219,model_a,other
claude-3-7-sonnet-20250219-thinking-32k,gemma-3-27b-it,model_a,other
llama-4-maverick-03-26-experimental,o3-mini,model_a,coding
claude-opus-4-20250514,qwen3-235b-a22b-no-thinking,model_b,other
mistral-small-3.1-24b-instruct-2503,mistral-medium-2505,model_b,other
o3-2025-04-16,qwen3-30b-a3b,model_a,coding
gemma-3-27b-it,claude-3-7-sonnet-20250219,model_a,other
grok-3-mini-high,grok-3-preview-02-24,model_b,other
qwen3-235b-a22b-no-thinking,deepseek-v3-0324,model_a,other
deepseek-v3-0324,o3-2025-04-16,model_b,coding
mistral-medium-2505,grok-3-preview-02-24,model_a,other
qwen-max-2025-01-25,chatgpt-4o-latest-20250326,model_a,other
llama-4-maverick-17b-128e-instruct,gemma-3-27b-it,model_b,other
claude-3-5-haiku-20241022,qwen3-235b-a22b-no-thinking,model_b,coding
minimax-m1,mistral-medium-2505,model_b,other
gemini-2.5-flash-preview-04-17,claude-sonnet-4-20250514-thinking-32k,model_b,other
claude-opus-4-20250514-thinking-16k,qwen3-235b-a22b-no-thinking,model_a,coding
deepseek-r1-0528,grok-3-mini-beta,model_b,other
magistral-medium-2506,deepseek-v3-0324,model_b,other
gemini-2.5-pro,claude-sonnet-4-20250514,model_a,coding
o3-mini,gemini-2.0-flash-001,model_b,coding
gemini-2.5-pro-preview-05-06,deepseek-r1-0528,model_b,coding
qwen3-30b-a3b,deepseek-r1-0528,model_b,other
claude-opus-4-20250514,qwen3-235b-a22b,model_b,other
gemini-2.5-pro,gemini-2.5-flash,model_b,other
gemini-2.5-pro-preview-05-06,gemini-2.5-flash-lite-preview-06-17-thinking,model_a,other
gemini-2.5-flash,claude-opus-4-20250514-thinking-16k,model_b,coding
minimax-m1,claude-opus-4-20250514-thinking-16k,model_b,other
grok-3-mini-beta,grok-4-0709,model_b,other
grok-3-preview-02-24,claude-3-5-sonnet-20241022,model_b,coding
gemini-2.5-flash,o4-mini-2025-04-16,model_a,other
claude-opus-4-20250514-thinking-16k,grok-3-preview-02-24,model_b,other
claude-opus-4-20250514,claude-3-7-sonnet-20250219,model_a,other
claude-3-5-haiku-20241022,llama-4-maverick-03-26-experimental,model_b,coding
gemini-2.0-flash-001,grok-3-mini-high,model_b,other
llama-4-maverick-17b-128e-instruct,mistral-small-2506,model_b,other
claude-3-5-sonnet-20241022,claude-3-7-sonnet-20250219,model_a,other
claude-3-5-sonnet-20241022,claude-3-7-sonnet-20250219-thinking-32k,model_b,other
llama-3.3-70b-instruct,claude-3-5-sonnet-20241022,model_b,other
gemma-3-27b-it,claude-3-7-sonnet-20250219,model_a,other
qwq-32b,amazon.nova-pro-v1:0,model_a,other
gemini-2.0-flash-001,grok-3-mini-beta,model_a,other
claude-3-5-sonnet-20241022,mistral-small-2506,model_b,other
gemma-3n-e4b-it,o4-mini-2025-04-16,model_b,other
gemini-2.5-flash-lite-preview-06-17-thinking,claude-3-7-sonnet-20250219,model_b,other
gemini-2.5-flash-preview-04-17,gemma-3-27b-it,model_b,other
minimax-m1,gemini-2.5-flash,model_b,coding
gpt-4.1-2025-04-14,command-a-03-2025,model_b,coding
claude-sonnet-4-20250514-thinking-32k,magistral-medium-2506,model_a,other
gpt-4.1-mini-2025-04-14,claude-3-5-haiku-20241022,model_b,other
chatgpt-4o-latest-20250326,command-a-03-2025,model_b,coding
claude-3-5-sonnet-20241022,chatgpt-4o-latest-20250326,model_a,coding
gemini-2.5-flash-lite-preview-06-17-thinking,claude-opus-4-20250514-thinking-16k,model_a,other
claude-sonnet-4-20250514,qwen3-235b-a22b-no-thinking,model_a,other
deepseek-r1-0528,gemma-3-27b-it,model_b,other
llama-3.3-70b-instruct,claude-opus-4-20250514,model_b,other
claude-sonnet-4-20250514,amazon.nova-pro-v1:0,model_a,coding
amazon.nova-pro-v1:0,mistral-small-2506,model_a,coding
claude-3-7-sonnet-20250219,claude-opus-4-20250514,model_b,other
qwen3-235b-a22b,kimi-k2-0711-preview,model_b,other
deepseek-r1-0528,gpt-4.1-mini-2025-04-14,model_a,other
gpt-4.1-2025-04-14,deepseek-r1-0528,model_a,other
gemini-2.5-pro-preview-05-06,claude-opus-4-20250514,model_b,other
claude-opus-4-20250514,grok-3-preview-02-24,model_b,other
grok-3-preview-02-24,o3-2025-04-16,model_b,coding
gemma-3-27b-it,o3-2025-04-16,model_a,coding
deepseek-v3-0324,o3-2025-04-16,model_a,other
amazon.nova-pro-v1:0,claude-sonnet-4-20250514-thinking-32k,model_b,coding
minimax-m1,grok-3-mini-beta,model_a,other
amazon.nova-pro-v1:0,o3-2025-04-16,model_b,other
qwen3-30b-a3b,claude-opus-4-20250514-thinking-16k,model_a,other
gemma-3n-e4b-it,deepseek-r1-0528,model_b,other
qwen3-235b-a22b-no-thinking,mistral-medium-2505,model_b,other
claude-3-5-haiku-20241022,gemma-3-27b-it,model_a,other
grok-3-mini-high,deepseek-v3-0324,model_b,coding
qwen3-30b-a3b,claude-sonnet-4-20250514-thinking-32k,model_a,other
grok-3-mini-beta,o3-2025-04-16,model_a,other
claude-3-5-sonnet-20241022,claude-opus-4-20250514-thinking-16k,model_b,coding
llama-4-maverick-03-26-experimental,grok-3-mini-beta,model_a,coding
deepseek-r1-0528,qwen3-235b-a22b,model_b,other
o3-2025-04-16,claude-3-5-sonnet-20241022,model_a,other
claude-3-5-sonnet-20241022,gemini-2.5-pro,model_b,coding
llama-4-maverick-17b-128e-instruct,claude-opus-4-20250514,model_a,other
claude-3-7-sonnet-20250219,qwen3-235b-a22b,model_b,other
o4-mini-2025-04-16,minimax-m1,model_a,other
o3-mini,gemini-2.5-flash,model_b,other
llama-4-maverick-03-26-experimental,gemma-3n-e4b-it,model_a,other
claude-sonnet-4-20250514,claude-3-7-sonnet-20250219,model_a,other
grok-4-0709,qwen3-235b-a22b,model_a,coding
gemma-3-27b-it,llama-4-maverick-17b-128e-instruct,model_b,other
claude-opus-4-20250514-thinking-16k,magistral-medium-2506,model_a,other
gemma-3n-e4b-it,gemini-2.5-flash,model_b,other
minimax-m1,qwen3-235b-a22b-no-thinking,model_b,coding
claude-opus-4-20250514,command-a-03-2025,model_a,other
